path	value
[].Physiology and metabolism.API 50CHac.[].ESC	-
[].Physiology and metabolism.API 50CHac.[].ERY	+/-
[].Physiology and metabolism.API 50CHac.[].ERY	+
[].Physiology and metabolism.API 50CHac.[].ERY	-
[].Physiology and metabolism.API 50CHac.[].DXYL	+/-
[].Physiology and metabolism.API 50CHac.[].DXYL	-
[].Physiology and metabolism.API 50CHac.[].DXYL	+
[].Physiology and metabolism.API 50CHac.[].DUL	-
[].Physiology and metabolism.API 50CHac.[].DUL	+
[].Physiology and metabolism.API 50CHac.[].DUL	+/-
[].Physiology and metabolism.API 50CHac.[].DFUC	+/-
[].Physiology and metabolism.API 50CHac.[].DFUC	+
[].Physiology and metabolism.API 50CHac.[].DFUC	-
[].Physiology and metabolism.API 50CHac.[].DARL	+
[].Physiology and metabolism.API 50CHac.[].DARL	+/-
[].Physiology and metabolism.API 50CHac.[].DARL	-
[].Physiology and metabolism.API 50CHac.[].DARA	-
[].Physiology and metabolism.API 50CHac.[].DARA	+/-
[].Physiology and metabolism.API 50CHac.[].DARA	+
[].Physiology and metabolism.API 50CHac.[].CEL	+
[].Physiology and metabolism.API 50CHac.[].CEL	+/-
[].Physiology and metabolism.API 50CHac.[].CEL	-
[].Physiology and metabolism.API 50CHac.[].AMD	+/-
[].Physiology and metabolism.API 50CHac.[].AMD	-
[].Physiology and metabolism.API 50CHac.[].AMD	+
[].Physiology and metabolism.API 50CHac.[].ADO	-
[].Physiology and metabolism.API 50CHac.[].ADO	+/-
[].Physiology and metabolism.API 50CHac.[].ADO	+
[].Physiology and metabolism.API 50CHac.[].GNT	+/-
[].Physiology and metabolism.API 50CHac.[].GNT	-
[].Physiology and metabolism.API 50CHac.[].GNT	+
[].Physiology and metabolism.API 50CHac.[].FRU	+/-
[].Physiology and metabolism.API 50CHac.[].FRU	-
[].Physiology and metabolism.API 50CHac.[].FRU	+
[].Physiology and metabolism.API 50CHac.[].ARB	+/-
[].Physiology and metabolism.API 50CHac.[].ARB	+
[].Physiology and metabolism.API 50CHac.[].ARB	-
[].Physiology and metabolism.API 50CHac.[].AMY	+/-
[].Physiology and metabolism.API 50CHac.[].AMY	+
[].Physiology and metabolism.API 50CHac.[].AMY	-
[].Physiology and metabolism.API 50CHac.[].5KG	+/-
[].Physiology and metabolism.API 50CHac.[].5KG	+
[].Physiology and metabolism.API 50CHac.[].5KG	-
[].Physiology and metabolism.API 50CHac.[].2KG	-
[].Physiology and metabolism.API 50CHac.[].2KG	+/-
[].Physiology and metabolism.API 50CHac.[].2KG	+
[].Physiology and metabolism.API rID32STR.[].TRE	+
[].Physiology and metabolism.API rID32STR.[].TRE	+/-
[].Physiology and metabolism.API rID32STR.[].TRE	-
[].Physiology and metabolism.API rID32STR.[].SOR	-
[].Physiology and metabolism.API rID32STR.[].SOR	+/-
[].Physiology and metabolism.API rID32STR.[].SOR	+
[].Physiology and metabolism.API rID32STR.[].SAC	+
[].Physiology and metabolism.API rID32STR.[].SAC	+/-
[].Physiology and metabolism.API rID32STR.[].SAC	-
[].Physiology and metabolism.API rID32STR.[].RAF	-
[].Physiology and metabolism.API rID32STR.[].RAF	+/-
[].Physiology and metabolism.API rID32STR.[].RAF	+
[].Physiology and metabolism.API rID32STR.[].PAL	+
[].Physiology and metabolism.API rID32STR.[].PAL	+/-
[].Physiology and metabolism.API rID32STR.[].PAL	-
[].Physiology and metabolism.API rID32STR.[].MAN	+
[].Physiology and metabolism.API rID32STR.[].MAN	+/-
[].Physiology and metabolism.API rID32STR.[].MAN	-
[].Physiology and metabolism.API rID32STR.[].LARA	+
[].Physiology and metabolism.API rID32STR.[].LARA	+/-
[].Physiology and metabolism.API rID32STR.[].LARA	-
[].Physiology and metabolism.API rID32STR.[].LAC	+
[].Physiology and metabolism.API rID32STR.[].LAC	+/-
[].Physiology and metabolism.API rID32STR.[].LAC	-
[].Physiology and metabolism.API rID32STR.[].DARL	-
[].Physiology and metabolism.API rID32STR.[].DARL	+
[].Physiology and metabolism.API rID32STR.[].DARL	+/-
[].Physiology and metabolism.API rID32STR.[].beta GUR	-
[].Physiology and metabolism.API rID32STR.[].beta GUR	+
[].Physiology and metabolism.API rID32STR.[].beta GUR	+/-
[].Physiology and metabolism.API rID32STR.[].beta GLU	-
[].Physiology and metabolism.API rID32STR.[].beta GLU	+/-
[].Physiology and metabolism.API rID32STR.[].beta GLU	+
[].Physiology and metabolism.API rID32STR.[].beta GAR	+
[].Physiology and metabolism.API rID32STR.[].beta GAR	+/-
[].Physiology and metabolism.API rID32STR.[].beta GAR	-
[].Physiology and metabolism.API rID32STR.[].alpha GAL	-
[].Physiology and metabolism.API rID32STR.[].alpha GAL	+/-
[].Physiology and metabolism.API rID32STR.[].alpha GAL	+
[].Physiology and metabolism.API rID32STR.[].ADH Arg	+/-
[].Physiology and metabolism.API rID32STR.[].ADH Arg	-
[].Physiology and metabolism.API rID32STR.[].ADH Arg	+
[].Physiology and metabolism.API rID32STR.[].URE	+/-
[].Physiology and metabolism.API rID32STR.[].URE	-
[].Physiology and metabolism.API rID32STR.[].URE	+
[].Physiology and metabolism.API rID32STR.[].TAG	+/-
[].Physiology and metabolism.API rID32STR.[].TAG	-
[].Physiology and metabolism.API rID32STR.[].TAG	+
[].Physiology and metabolism.API rID32STR.[].RIB	-
[].Physiology and metabolism.API rID32STR.[].RIB	+/-
[].Physiology and metabolism.API rID32STR.[].RIB	+
[].Physiology and metabolism.API rID32STR.[].PyrA	+/-
[].Physiology and metabolism.API rID32STR.[].PyrA	+
[].Physiology and metabolism.API rID32STR.[].PyrA	-
[].Physiology and metabolism.API rID32STR.[].PUL	+/-
[].Physiology and metabolism.API rID32STR.[].PUL	+
[].Physiology and metabolism.API rID32STR.[].PUL	-
[].Physiology and metabolism.API rID32STR.[].MLZ	-
[].Physiology and metabolism.API rID32STR.[].MLZ	+/-
[].Physiology and metabolism.API rID32STR.[].MLZ	+
[].Physiology and metabolism.API rID32STR.[].MEL	+/-
[].Physiology and metabolism.API rID32STR.[].MEL	-
[].Physiology and metabolism.API rID32STR.[].MEL	+
[].Physiology and metabolism.API rID32STR.[].Mbeta DG	+/-
[].Physiology and metabolism.API rID32STR.[].Mbeta DG	+
[].Physiology and metabolism.API rID32STR.[].Mbeta DG	-
[].Physiology and metabolism.API rID32STR.[].MAL	+/-
[].Physiology and metabolism.API rID32STR.[].MAL	+
[].Physiology and metabolism.API rID32STR.[].MAL	-
[].Physiology and metabolism.API rID32STR.[].GLYG	+/-
[].Physiology and metabolism.API rID32STR.[].GLYG	+
[].Physiology and metabolism.API rID32STR.[].GLYG	-
[].Physiology and metabolism.API rID32STR.[].CDEX	+/-
[].Physiology and metabolism.API rID32STR.[].CDEX	+
[].Physiology and metabolism.API rID32STR.[].CDEX	-
[].Physiology and metabolism.API rID32STR.[].beta MAN	+/-
[].Physiology and metabolism.API rID32STR.[].beta MAN	-
[].Physiology and metabolism.API rID32STR.[].beta MAN	+
[].Physiology and metabolism.API rID32STR.[].VP	+/-
[].Physiology and metabolism.API rID32STR.[].VP	-
[].Physiology and metabolism.API rID32STR.[].VP	+
[].Physiology and metabolism.API rID32STR.[].GTA	+/-
[].Physiology and metabolism.API rID32STR.[].GTA	-
[].Physiology and metabolism.API rID32STR.[].GTA	+
[].Physiology and metabolism.API rID32STR.[].beta NAG	+/-
[].Physiology and metabolism.API rID32STR.[].beta NAG	-
[].Physiology and metabolism.API rID32STR.[].beta NAG	+
[].Physiology and metabolism.API rID32STR.[].beta GAL	+
[].Physiology and metabolism.API rID32STR.[].beta GAL	+/-
[].Physiology and metabolism.API rID32STR.[].beta GAL	-
[].Physiology and metabolism.API rID32STR.[].APPA	-
[].Physiology and metabolism.API rID32STR.[].APPA	+/-
[].Physiology and metabolism.API rID32STR.[].APPA	+
[].Physiology and metabolism.API rID32STR.[].HIP	+/-
[].Physiology and metabolism.API rID32STR.[].HIP	+
[].Physiology and metabolism.API rID32STR.[].HIP	-
[].Morphology.cell morphology.flagellum arrangement	peritrichous
[].Morphology.cell morphology.flagellum arrangement	lophotrichous
[].Morphology.cell morphology.flagellum arrangement	monotrichous, polar
[].Morphology.cell morphology.flagellum arrangement	amphitrichous
[].Morphology.cell morphology.flagellum arrangement	monotrichous
[].Morphology.cell morphology.flagellum arrangement	polytrichous, monopolar
[].Morphology.cell morphology.flagellum arrangement	polar
[].Morphology.cell morphology.flagellum arrangement	gliding
[].Morphology.cell morphology.flagellum arrangement	subpolar
[].Morphology.cell morphology.flagellum arrangement	monopolar
[].Physiology and metabolism.spore formation.type of spore	spore
[].Physiology and metabolism.spore formation.type of spore	zoospore
[].Physiology and metabolism.spore formation.type of spore	myxospore
[].Physiology and metabolism.spore formation.type of spore	arthrospore
[].Physiology and metabolism.spore formation.type of spore	endospore
[].Physiology and metabolism.spore formation.type of spore	exospore (microbial cyst)
[].Physiology and metabolism.API ID32STA.URE	+/-
[].Physiology and metabolism.API ID32STA.URE	+
[].Physiology and metabolism.API ID32STA.URE	-
[].Physiology and metabolism.API ID32STA.TUR	+/-
[].Physiology and metabolism.API ID32STA.TUR	+
[].Physiology and metabolism.API ID32STA.TUR	-
[].Physiology and metabolism.API ID32STA.TRE	+/-
[].Physiology and metabolism.API ID32STA.TRE	-
[].Physiology and metabolism.API ID32STA.TRE	+
[].Physiology and metabolism.API ID32STA.SAC	-
[].Physiology and metabolism.API ID32STA.SAC	+/-
[].Physiology and metabolism.API ID32STA.SAC	+
[].Physiology and metabolism.API ID32STA.RIB	+/-
[].Physiology and metabolism.API ID32STA.RIB	-
[].Physiology and metabolism.API ID32STA.RIB	+
[].Physiology and metabolism.API ID32STA.RAF	-
[].Physiology and metabolism.API ID32STA.RAF	+
[].Physiology and metabolism.API ID32STA.NOVO	+/-
[].Physiology and metabolism.API ID32STA.NOVO	-
[].Physiology and metabolism.API ID32STA.NOVO	+
[].Physiology and metabolism.API ID32STA.NIT	+/-
[].Physiology and metabolism.API ID32STA.NIT	+
[].Physiology and metabolism.API ID32STA.NIT	-
[].Physiology and metabolism.API ID32STA.NAG	+/-
[].Physiology and metabolism.API ID32STA.NAG	-
[].Physiology and metabolism.API ID32STA.NAG	+
[].Physiology and metabolism.API ID32STA.MNE	-
[].Physiology and metabolism.API ID32STA.MNE	+/-
[].Physiology and metabolism.API ID32STA.MNE	+
[].Physiology and metabolism.API ID32STA.MAN	+/-
[].Physiology and metabolism.API ID32STA.MAN	-
[].Physiology and metabolism.API ID32STA.MAN	+
[].Physiology and metabolism.API ID32STA.MAL	+
[].Physiology and metabolism.API ID32STA.MAL	+/-
[].Physiology and metabolism.API ID32STA.MAL	-
[].Physiology and metabolism.API ID32STA.LAC	+/-
[].Physiology and metabolism.API ID32STA.LAC	+
[].Physiology and metabolism.API ID32STA.LAC	-
[].Physiology and metabolism.API ID32STA.GLU	+/-
[].Physiology and metabolism.API ID32STA.GLU	-
[].Physiology and metabolism.API ID32STA.GLU	+
[].Physiology and metabolism.API ID32STA.FRU	+/-
[].Physiology and metabolism.API ID32STA.FRU	-
[].Physiology and metabolism.API ID32STA.FRU	+
[].Physiology and metabolism.API ID32STA.ESC	+/-
[].Physiology and metabolism.API ID32STA.ESC	+
[].Physiology and metabolism.API ID32STA.ESC	-
[].Physiology and metabolism.API ID32STA.CEL	+/-
[].Physiology and metabolism.API ID32STA.CEL	+
[].Physiology and metabolism.API ID32STA.CEL	-
[].Physiology and metabolism.API ID32STA.beta GUR	-
[].Physiology and metabolism.API ID32STA.beta GUR	+
[].Physiology and metabolism.API ID32STA.ArgA	+
[].Physiology and metabolism.API ID32STA.ArgA	+/-
[].Physiology and metabolism.API ID32STA.ArgA	-
[].Physiology and metabolism.API ID32STA.ARA	+
[].Physiology and metabolism.API ID32STA.ARA	+/-
[].Physiology and metabolism.API ID32STA.ARA	-
[].Physiology and metabolism.API ID32STA.ADH Arg	-
[].Physiology and metabolism.API ID32STA.ADH Arg	+/-
[].Physiology and metabolism.API ID32STA.ADH Arg	+
[].Physiology and metabolism.API NH.[].URE	+
[].Physiology and metabolism.API NH.[].URE	+/-
[].Physiology and metabolism.API NH.[].URE	-
[].Physiology and metabolism.API NH.[].SAC	-
[].Physiology and metabolism.API NH.[].SAC	+/-
[].Physiology and metabolism.API NH.[].SAC	+
[].Physiology and metabolism.API NH.[].PAL	+/-
[].Physiology and metabolism.API NH.[].PAL	-
[].Physiology and metabolism.API NH.[].PAL	+
[].Physiology and metabolism.API NH.[].ODC	+/-
[].Physiology and metabolism.API NH.[].ODC	+
[].Physiology and metabolism.API NH.[].ODC	-
[].Physiology and metabolism.API NH.[].MAL	-
[].Physiology and metabolism.API NH.[].MAL	+/-
[].Physiology and metabolism.API NH.[].MAL	+
[].Physiology and metabolism.API NH.[].LIP	-
[].Physiology and metabolism.API NH.[].LIP	+
[].Physiology and metabolism.API NH.[].LIP	+/-
[].Physiology and metabolism.API NH.[].GLU	+
[].Physiology and metabolism.API NH.[].GLU	-
[].Physiology and metabolism.API NH.[].GLU	+/-
[].Physiology and metabolism.API NH.[].FRU	-
[].Physiology and metabolism.API NH.[].FRU	+/-
[].Physiology and metabolism.API NH.[].FRU	+
[].Physiology and metabolism.API ID32STA.PAL	+/-
[].Physiology and metabolism.API ID32STA.PAL	-
[].Physiology and metabolism.API ID32STA.PAL	+
[].Physiology and metabolism.API ID32STA.ODC	+
[].Physiology and metabolism.API ID32STA.ODC	-
[].Physiology and metabolism.API ID32STA.beta GAL	-
[].Physiology and metabolism.API ID32STA.beta GAL	+/-
[].Physiology and metabolism.API ID32STA.beta GAL	+
[].Physiology and metabolism.API NH.[].beta GAL	+/-
[].Physiology and metabolism.API NH.[].beta GAL	-
[].Physiology and metabolism.API NH.[].beta GAL	+
[].Physiology and metabolism.API ID32STA.PyrA	-
[].Physiology and metabolism.API ID32STA.PyrA	+/-
[].Physiology and metabolism.API ID32STA.PyrA	+
[].Physiology and metabolism.API ID32STA.VP	+/-
[].Physiology and metabolism.API ID32STA.VP	+
[].Physiology and metabolism.API ID32STA.VP	-
[].Physiology and metabolism.API NH.[].ProA	-
[].Physiology and metabolism.API NH.[].ProA	+
[].Physiology and metabolism.API NH.[].ProA	+/-
[].Physiology and metabolism.API NH.[].PEN	+/-
[].Physiology and metabolism.API NH.[].PEN	+
[].Physiology and metabolism.API NH.[].PEN	-
[].Physiology and metabolism.API NH.[].GGT	+/-
[].Physiology and metabolism.API NH.[].GGT	+
[].Physiology and metabolism.API NH.[].GGT	-
[].Physiology and metabolism.API NH.[].IND	+
[].Physiology and metabolism.API NH.[].IND	-
[].Physiology and metabolism.API NH.[].IND	+/-
[].Safety information.risk assessment.[].pathogenicity human	yes
[].Safety information.risk assessment.[].pathogenicity human	yes, in single cases
[].Physiology and metabolism.enzymes.activity	+/-
[].Physiology and metabolism.enzymes.activity	+
[].Physiology and metabolism.enzymes.activity	-
[].Physiology and metabolism.API 50CHac.[].Q	-
[].Physiology and metabolism.API 50CHac.[].Q	+/-
[].Morphology.colony morphology.type of hemolysis	alpha
[].Morphology.colony morphology.type of hemolysis	CAMP test
[].Morphology.colony morphology.type of hemolysis	gamma
[].Morphology.colony morphology.type of hemolysis	alpha/beta
[].Morphology.colony morphology.type of hemolysis	beta
[].Safety information.risk assessment.[].pathogenicity animal	yes, in single cases
[].Safety information.risk assessment.[].pathogenicity animal	yes
[].Physiology and metabolism.API ID32STA.[].URE	+
[].Physiology and metabolism.API ID32STA.[].URE	+/-
[].Physiology and metabolism.API ID32STA.[].URE	-
[].Physiology and metabolism.API ID32STA.[].TUR	-
[].Physiology and metabolism.API ID32STA.[].TUR	+/-
[].Physiology and metabolism.API ID32STA.[].TUR	+
[].Physiology and metabolism.API ID32STA.[].TRE	+
[].Physiology and metabolism.API ID32STA.[].TRE	-
[].Physiology and metabolism.API ID32STA.[].TRE	+/-
[].Physiology and metabolism.API ID32STA.[].SAC	+
[].Physiology and metabolism.API ID32STA.[].SAC	-
[].Physiology and metabolism.API ID32STA.[].SAC	+/-
[].Physiology and metabolism.API ID32STA.[].RAF	+
[].Physiology and metabolism.API ID32STA.[].RAF	-
[].Physiology and metabolism.API ID32STA.[].RAF	+/-
[].Physiology and metabolism.API ID32STA.[].PyrA	+/-
[].Physiology and metabolism.API ID32STA.[].PyrA	+
[].Physiology and metabolism.API ID32STA.[].PyrA	-
[].Physiology and metabolism.API ID32STA.[].PAL	+/-
[].Physiology and metabolism.API ID32STA.[].PAL	+
[].Physiology and metabolism.API ID32STA.[].PAL	-
[].Physiology and metabolism.API ID32STA.[].NOVO	+
[].Physiology and metabolism.API ID32STA.[].NOVO	+/-
[].Physiology and metabolism.API ID32STA.[].NOVO	-
[].Physiology and metabolism.API ID32STA.[].NAG	+
[].Physiology and metabolism.API ID32STA.[].NAG	-
[].Physiology and metabolism.API ID32STA.[].NAG	+/-
[].Physiology and metabolism.API ID32STA.[].MNE	-
[].Physiology and metabolism.API ID32STA.[].MNE	+/-
[].Physiology and metabolism.API ID32STA.[].MNE	+
[].Physiology and metabolism.API ID32STA.[].MAN	-
[].Physiology and metabolism.API ID32STA.[].MAN	+/-
[].Physiology and metabolism.API ID32STA.[].MAN	+
[].Physiology and metabolism.API ID32STA.[].MAL	-
[].Physiology and metabolism.API ID32STA.[].MAL	+/-
[].Physiology and metabolism.API ID32STA.[].MAL	+
[].Physiology and metabolism.API ID32STA.[].GLU	+/-
[].Physiology and metabolism.API ID32STA.[].GLU	+
[].Physiology and metabolism.API ID32STA.[].GLU	-
[].Physiology and metabolism.API ID32STA.[].FRU	-
[].Physiology and metabolism.API ID32STA.[].FRU	+/-
[].Physiology and metabolism.API ID32STA.[].FRU	+
[].Physiology and metabolism.API ID32STA.[].ESC	+
[].Physiology and metabolism.API ID32STA.[].ESC	+/-
[].Physiology and metabolism.API ID32STA.[].ESC	-
[].Physiology and metabolism.API ID32STA.[].beta GAL	+/-
[].Physiology and metabolism.API ID32STA.[].beta GAL	-
[].Physiology and metabolism.API ID32STA.[].beta GAL	+
[].Physiology and metabolism.API ID32STA.[].ArgA	+
[].Physiology and metabolism.API ID32STA.[].ArgA	+/-
[].Physiology and metabolism.API ID32STA.[].ArgA	-
[].Physiology and metabolism.API ID32STA.[].ARA	+
[].Physiology and metabolism.API ID32STA.[].ARA	+/-
[].Physiology and metabolism.API ID32STA.[].ARA	-
[].Physiology and metabolism.API ID32STA.[].ADH Arg	+/-
[].Physiology and metabolism.API ID32STA.[].ADH Arg	-
[].Physiology and metabolism.API ID32STA.[].ADH Arg	+
[].Physiology and metabolism.API ID32STA.[].RIB	+/-
[].Physiology and metabolism.API ID32STA.[].RIB	+
[].Physiology and metabolism.API ID32STA.[].RIB	-
[].Physiology and metabolism.API ID32STA.[].ODC	-
[].Physiology and metabolism.API ID32STA.[].ODC	+/-
[].Physiology and metabolism.API ID32STA.[].ODC	+
[].Physiology and metabolism.API ID32STA.[].LAC	+
[].Physiology and metabolism.API ID32STA.[].LAC	+/-
[].Physiology and metabolism.API ID32STA.[].LAC	-
[].Physiology and metabolism.API ID32STA.[].beta GUR	+/-
[].Physiology and metabolism.API ID32STA.[].beta GUR	-
[].Physiology and metabolism.API ID32STA.[].beta GUR	+
[].Physiology and metabolism.API ID32STA.[].VP	-
[].Physiology and metabolism.API ID32STA.[].VP	+/-
[].Physiology and metabolism.API ID32STA.[].VP	+
[].Physiology and metabolism.API ID32STA.[].CEL	+
[].Physiology and metabolism.API ID32STA.[].CEL	+/-
[].Physiology and metabolism.API ID32STA.[].CEL	-
[].Physiology and metabolism.API ID32STA.[].NIT	+/-
[].Physiology and metabolism.API ID32STA.[].NIT	+
[].Physiology and metabolism.API ID32STA.[].NIT	-
[].Physiology and metabolism.antibiogram.[].nystatin	10
[].Physiology and metabolism.antibiogram.[].nystatin	12
[].Physiology and metabolism.antibiogram.[].nystatin	12-14
[].Physiology and metabolism.antibiogram.[].nystatin	8
[].Physiology and metabolism.antibiogram.[].nystatin	0
[].Physiology and metabolism.antibiogram.[].nystatin	20
[].Physiology and metabolism.antibiogram.[].nystatin	6-8
[].Physiology and metabolism.antibiogram.[].nystatin	n.d.
[].Physiology and metabolism.antibiogram.[].nystatin	10-12
[].Physiology and metabolism.antibiogram.[].nystatin	8-10
[].Physiology and metabolism.antibiogram.[].nystatin	6
[].Physiology and metabolism.antibiogram.[].medium	Mueller-Hinton Agar
[].Physiology and metabolism.antibiogram.[].medium	Mueller Hinton
[].Physiology and metabolism.antibiogram.[].medium	M 693
[].Physiology and metabolism.antibiogram.[].medium	M 804
[].Physiology and metabolism.antibiogram.[].medium	M 92
[].Physiology and metabolism.antibiogram.[].medium	M 514
[].Physiology and metabolism.antibiogram.[].medium	M 1
[].Physiology and metabolism.fatty acid profile.[].type of FA analysis	whole cell analysis
[].Morphology.cell morphology.[].flagellum arrangement	monopolar
[].Morphology.cell morphology.[].flagellum arrangement	monotrichous, polar
[].Morphology.cell morphology.[].flagellum arrangement	lophotrichous
[].Morphology.cell morphology.[].flagellum arrangement	peritrichous
[].Morphology.cell morphology.[].flagellum arrangement	monotrichous
[].Morphology.cell morphology.[].flagellum arrangement	polytrichous, monopolar
[].Morphology.cell morphology.[].flagellum arrangement	polar
[].Morphology.cell morphology.[].flagellum arrangement	subpolar
[].Morphology.cell morphology.[].flagellum arrangement	amphitrichous
[].Morphology.cell morphology.[].flagellum arrangement	gliding
[].Culture and growth conditions.culture pH.PH range	alkaliphile
[].Culture and growth conditions.culture pH.PH range	acidophile
[].Physiology and metabolism.antibiogram.[].incubation temperature	28
[].Physiology and metabolism.antibiogram.[].incubation temperature	30
[].Physiology and metabolism.antibiogram.[].incubation temperature	55
[].Physiology and metabolism.antibiogram.[].incubation temperature	33
[].Physiology and metabolism.antibiogram.[].incubation temperature	37
[].Physiology and metabolism.halophily.[].halophily level	extremely halophilic
[].Physiology and metabolism.halophily.[].halophily level	haloalkaliphilic
[].Physiology and metabolism.halophily.[].halophily level	moderately halophilic
[].Physiology and metabolism.halophily.[].halophily level	halophilic
[].Physiology and metabolism.halophily.[].halophily level	slightly halophilic
[].Physiology and metabolism.halophily.[].halophily level	non-halophilic
[].Physiology and metabolism.halophily.[].halophily level	halotolerant
[].Physiology and metabolism.antibiogram.[].oxygen condition	microaerophil
[].Physiology and metabolism.antibiogram.[].oxygen condition	aerob + 5% CO2
[].Physiology and metabolism.antibiogram.[].oxygen condition	aerob
[].Physiology and metabolism.API CAM.[].URE	+
[].Physiology and metabolism.API CAM.[].URE	-
[].Physiology and metabolism.API CAM.[].PYRA	+/-
[].Physiology and metabolism.API CAM.[].PYRA	+
[].Physiology and metabolism.API CAM.[].PYRA	-
[].Physiology and metabolism.API CAM.[].PAL	+/-
[].Physiology and metabolism.API CAM.[].PAL	+
[].Physiology and metabolism.API CAM.[].PAL	-
[].Physiology and metabolism.API CAM.[].NIT	+/-
[].Physiology and metabolism.API CAM.[].NIT	-
[].Physiology and metabolism.API CAM.[].NIT	+
[].Physiology and metabolism.API CAM.[].GGT	+
[].Physiology and metabolism.API CAM.[].GGT	+/-
[].Physiology and metabolism.API CAM.[].GGT	-
[].Physiology and metabolism.API CAM.[].AspA	+
[].Physiology and metabolism.API CAM.[].AspA	+/-
[].Physiology and metabolism.API CAM.[].AspA	-
[].Physiology and metabolism.API CAM.[].ArgA	-
[].Physiology and metabolism.API CAM.[].ArgA	+/-
[].Physiology and metabolism.API CAM.[].ArgA	+
[].Physiology and metabolism.API CAM.[].TTC	+
[].Physiology and metabolism.API CAM.[].TTC	+/-
[].Physiology and metabolism.API CAM.[].TTC	-
[].Physiology and metabolism.API CAM.[].HIP	+/-
[].Physiology and metabolism.API CAM.[].HIP	+
[].Physiology and metabolism.API CAM.[].HIP	-
[].Physiology and metabolism.API CAM.[].EST	+
[].Physiology and metabolism.API CAM.[].EST	+/-
[].Physiology and metabolism.API CAM.[].EST	-
[].Physiology and metabolism.API CAM.[].H2S	-
[].Physiology and metabolism.API CAM.[].H2S	+
[].Physiology and metabolism.API CAM.[].SUT	+/-
[].Physiology and metabolism.API CAM.[].SUT	+
[].Physiology and metabolism.API CAM.[].SUT	-
[].Physiology and metabolism.API CAM.[].PROP	+
[].Physiology and metabolism.API CAM.[].PROP	+/-
[].Physiology and metabolism.API CAM.[].PROP	-
[].Physiology and metabolism.API CAM.[].NAL	+
[].Physiology and metabolism.API CAM.[].NAL	+/-
[].Physiology and metabolism.API CAM.[].NAL	-
[].Physiology and metabolism.API CAM.[].MLT	+/-
[].Physiology and metabolism.API CAM.[].MLT	-
[].Physiology and metabolism.API CAM.[].MLT	+
[].Physiology and metabolism.API CAM.[].GLU	+/-
[].Physiology and metabolism.API CAM.[].GLU	+
[].Physiology and metabolism.API CAM.[].GLU	-
[].Physiology and metabolism.API CAM.[].ERO	+/-
[].Physiology and metabolism.API CAM.[].ERO	-
[].Physiology and metabolism.API CAM.[].ERO	+
[].Physiology and metabolism.API CAM.[].CIT	+/-
[].Physiology and metabolism.API CAM.[].CIT	+
[].Physiology and metabolism.API CAM.[].CIT	-
[].Physiology and metabolism.API CAM.[].CFZ	-
[].Physiology and metabolism.API CAM.[].CFZ	+/-
[].Physiology and metabolism.API CAM.[].CFZ	+
[].Physiology and metabolism.API CAM.[].ACE	+/-
[].Physiology and metabolism.API CAM.[].ACE	-
[].Physiology and metabolism.API CAM.[].ACE	+
[].Morphology.colony morphology.[].hemolysis ability	1
[].Physiology and metabolism.API coryne.[].GEL	+
[].Physiology and metabolism.API coryne.[].GEL	+/-
[].Physiology and metabolism.API coryne.[].GEL	-
[].Physiology and metabolism.API coryne.[].ESC	+
[].Physiology and metabolism.API coryne.[].ESC	+/-
[].Physiology and metabolism.API coryne.[].ESC	-
[].Physiology and metabolism.API coryne.[].URE	+
[].Physiology and metabolism.API coryne.[].URE	+/-
[].Physiology and metabolism.API coryne.[].URE	-
[].Physiology and metabolism.API coryne.[].PYRA	-
[].Physiology and metabolism.API coryne.[].PYRA	+/-
[].Physiology and metabolism.API coryne.[].PYRA	+
[].Physiology and metabolism.API coryne.[].PAL	+/-
[].Physiology and metabolism.API coryne.[].PAL	+
[].Physiology and metabolism.API coryne.[].PAL	-
[].Physiology and metabolism.API coryne.[].beta NAG	-
[].Physiology and metabolism.API coryne.[].beta NAG	+/-
[].Physiology and metabolism.API coryne.[].beta NAG	+
[].Physiology and metabolism.API coryne.[].alpha GLU	+/-
[].Physiology and metabolism.API coryne.[].alpha GLU	+
[].Physiology and metabolism.API coryne.[].alpha GLU	-
[].Physiology and metabolism.API coryne.[].SAC	+/-
[].Physiology and metabolism.API coryne.[].SAC	-
[].Physiology and metabolism.API coryne.[].SAC	+
[].Physiology and metabolism.API coryne.[].beta GUR	+
[].Physiology and metabolism.API coryne.[].beta GUR	+/-
[].Physiology and metabolism.API coryne.[].beta GUR	-
[].Physiology and metabolism.API coryne.[].beta GAL	-
[].Physiology and metabolism.API coryne.[].beta GAL	+/-
[].Physiology and metabolism.API coryne.[].beta GAL	+
[].Physiology and metabolism.API coryne.[].XYL	-
[].Physiology and metabolism.API coryne.[].XYL	+/-
[].Physiology and metabolism.API coryne.[].XYL	+
[].Physiology and metabolism.API coryne.[].RIB	+
[].Physiology and metabolism.API coryne.[].RIB	+/-
[].Physiology and metabolism.API coryne.[].RIB	-
[].Physiology and metabolism.API coryne.[].PYZ	-
[].Physiology and metabolism.API coryne.[].PYZ	+
[].Physiology and metabolism.API coryne.[].PYZ	+/-
[].Physiology and metabolism.API coryne.[].NIT	+/-
[].Physiology and metabolism.API coryne.[].NIT	+
[].Physiology and metabolism.API coryne.[].NIT	-
[].Physiology and metabolism.API coryne.[].MAN	-
[].Physiology and metabolism.API coryne.[].MAN	+
[].Physiology and metabolism.API coryne.[].MAN	+/-
